EC Number	Organism	pH Optimum
3.2.1.B44	Talaromyces pinophilus	4.5
3.2.1.45	Homo sapiens	4.0
3.2.1.45	Rattus norvegicus	4.5
3.2.1.45	Bos taurus	4.8
3.2.1.45	Thermoanaerobacterium xylanolyticum	5.5
3.2.1.45	Mus musculus	5.6
3.2.1.45	Paenibacillus sp.	6.5
3.2.1.46	Homo sapiens	3.75
3.2.1.46	Mus musculus	4.0
3.2.1.B47	Mesocentrotus nudus	3.0
3.2.1.B47	Haliotis gigantea	4.5
3.2.1.48	Rattus rattus	4.5
3.2.1.48	Lissachatina fulica	5.6
3.2.1.48	Perna viridis	5.8
3.2.1.48	Homo sapiens	6.0
3.2.1.48	Platyrrhini	6.2
3.2.1.48	Gallus gallus	6.5
3.2.1.48	Streptococcus salivarius	6.5
3.2.1.48	Sus scrofa	6.6
3.2.1.48	Oryctolagus cuniculus	6.8
3.2.1.48	Bacillus subtilis	7.0
3.2.1.48	Mus musculus	7.2
3.2.1.48	Xanthomonas axonopodis	7.5
3.2.1.B48	Xanthomonas euvesicatoria	4.5
3.2.1.49	Aspergillus niger	1.8
3.2.1.49	Todarodes pacificus	2.7
3.2.1.49	Asterina amurensis	3.0
3.2.1.49	Gallus gallus	3.7
3.2.1.49	Patella vulgata	3.8
3.2.1.49	Solenocera melantho	3.8
3.2.1.49	Sus scrofa	3.9
3.2.1.49	Katsuwonus pelamis	4.0
3.2.1.49	Acremonium sp.	4.0
3.2.1.49	Homo sapiens	4.0
3.2.1.49	Human immunodeficiency virus 1	4.3
3.2.1.49	Bos taurus	4.3
3.2.1.49	[Ruminococcus] torques	5.8
3.2.1.49	Clostridium perfringens	6.0
3.2.1.49	Elizabethkingia meningoseptica	6.8
3.2.1.49	Arenibacter latericius	7.0
3.2.1.49	Formosa sp. KMM 6408	7.3
3.2.1.49	Kriegella aquimaris	7.3
3.2.1.49	Zobellia laminariae	7.3
3.2.1.49	Arenibacter sp. KMM 6041	7.3
3.2.1.49	Maribacter sp.	7.3
3.2.1.49	Arenibacter palladensis	7.3
3.2.1.49	Cellulophaga sp.	7.3
3.2.1.50	Homo sapiens	4.0
3.2.1.50	Pomacea sp.	4.5
3.2.1.50	Bos taurus	4.5
3.2.1.50	Sus scrofa	4.6
3.2.1.50	Bifidobacterium bifidum	5.5
3.2.1.50	Bitis arietans	5.5
3.2.1.50	Clostridium perfringens	7.0
3.2.1.51	Haliotis gigantea	2.0
3.2.1.51	Pomacea canaliculata	2.5
3.2.1.51	Octopus vulgaris	3.0
3.2.1.51	Saccharolobus solfataricus	3.3
3.2.1.51	Dictyostelium discoideum	3.7
3.2.1.51	Homo sapiens	3.9
3.2.1.51	Pecten maximus	4.0
3.2.1.51	Drosophila ananassae	4.0
3.2.1.51	Patiria pectinifera	4.0
3.2.1.51	Thermotoga maritima	4.3
3.2.1.51	Fusarium oxysporum	4.5
3.2.1.51	Streptomyces sp.	4.7
3.2.1.51	Penicillium multicolor	5.0
3.2.1.51	Unio elongatulus	5.0
3.2.1.51	Cricetulus griseus	5.0
3.2.1.51	Macaca radiata	5.0
3.2.1.51	Lamellidens corrianus	5.0
3.2.1.51	Prunus dulcis	5.0
3.2.1.51	Sus scrofa	5.1
3.2.1.51	Chamelea gallina	5.2
3.2.1.51	Polititapes rhomboides	5.3
3.2.1.51	Bos taurus	5.3
3.2.1.51	Mus musculus	5.5
3.2.1.51	Penaeus monodon	5.5
3.2.1.51	Mercenaria mercenaria	5.5
3.2.1.51	Fusarium proliferatum	5.5
3.2.1.51	Niallia circulans	5.5
3.2.1.51	Rattus sp.	5.5
3.2.1.51	Phlebotomus papatasi	5.7
3.2.1.51	Cavia porcellus	5.8
3.2.1.51	Biomphalaria glabrata	5.8
3.2.1.51	uncultured bacterium	6.0
3.2.1.51	Emticicia oligotrophica	6.0
3.2.1.51	Mesocricetus auratus	6.0
3.2.1.51	Bacteroides fragilis	6.1
3.2.1.51	Littorina littorea	6.5
3.2.1.51	Paenibacillus thiaminolyticus	6.5
3.2.1.51	Lacticaseibacillus casei	7.0
3.2.1.51	Trypanosoma cruzi	7.0
3.2.1.51	Clostridium perfringens	7.0
3.2.1.51	Wenyingzhuangia fucanilytica	7.0
3.2.1.51	Canis lupus lupus	7.0
3.2.1.51	Tannerella forsythia	9.0
3.2.1.52	Trametes cinnabarina	2.2
3.2.1.52	Penicillium oxalicum	3.0
3.2.1.52	Streptomyces sp.	3.0
3.2.1.52	Bos taurus	3.4
3.2.1.52	Mizuhopecten yessoensis	3.4
3.2.1.52	Octopus vulgaris	3.5
3.2.1.52	Dictyostelium discoideum	3.5
3.2.1.52	Rhinella arenarum	3.5
3.2.1.52	Canavalia ensiformis	3.5
3.2.1.52	Homo sapiens	3.5
3.2.1.52	Rattus norvegicus	3.8
3.2.1.52	Gallus gallus	4.0
3.2.1.52	Saccharolobus solfataricus	4.0
3.2.1.52	Oryctolagus cuniculus	4.0
3.2.1.52	Brassica oleracea	4.0
3.2.1.52	Styela plicata	4.0
3.2.1.52	Mugil cephalus	4.0
3.2.1.52	Halocynthia roretzi	4.0
3.2.1.52	Prunus serotina	4.0
3.2.1.52	Trichoderma harzianum	4.0
3.2.1.52	Arabidopsis thaliana	4.0
3.2.1.52	Mucor fragilis	4.0
3.2.1.52	Sus scrofa	4.1
3.2.1.52	Ovis aries	4.3
3.2.1.52	Sclerotinia fructigena	4.4
3.2.1.52	Triticum aestivum	4.4
3.2.1.52	Trigonella foenum-graecum	4.4
3.2.1.52	Trichinella spiralis	4.4
3.2.1.52	Mus musculus	4.5
3.2.1.52	Zea mays	4.5
3.2.1.52	Helicella ericetorum	4.5
3.2.1.52	Oryza sativa	4.5
3.2.1.52	Trichomonas vaginalis	4.5
3.2.1.52	Bipolaris sorokiniana	4.5
3.2.1.52	Pisum sativum	4.5
3.2.1.52	Capsicum annuum	4.6
3.2.1.52	Solanum lycopersicum	4.6
3.2.1.52	Acremonium persicinum	4.6
3.2.1.52	Glycine max	4.6
3.2.1.52	Hordeum vulgare	4.6
3.2.1.52	Rhipicephalus microplus	4.7
3.2.1.52	Limulus polyphemus	4.8
3.2.1.52	Turbatrix aceti	4.8
3.2.1.52	Phycomyces blakesleeanus	5.0
3.2.1.52	Aeromonas sp.	5.0
3.2.1.52	Carica papaya	5.0
3.2.1.52	Leishmania major	5.0
3.2.1.52	Stachybotrys elegans	5.0
3.2.1.52	Palythoa caribaeorum	5.0
3.2.1.52	Sotalia fluviatilis	5.0
3.2.1.52	Palaemon carinicauda	5.0
3.2.1.52	Tremella fuciformis	5.0
3.2.1.52	Cydia pomonella granulovirus	5.0
3.2.1.52	Akkermansia muciniphila	5.0
3.2.1.52	Penaeus japonicus	5.0
3.2.1.52	Citrullus lanatus	5.0
3.2.1.52	Aspergillus sp.	5.0
3.2.1.52	Bombyx mori	5.0
3.2.1.52	Cupiennius salei	5.4
3.2.1.52	Spodoptera frugiperda	5.5
3.2.1.52	Lactococcus lactis	5.5
3.2.1.52	Streptomyces alfalfae	5.5
3.2.1.52	Aspergillus versicolor	5.5
3.2.1.52	Aggregatibacter actinomycetemcomitans	5.8
3.2.1.52	Vibrio furnissii	5.8
3.2.1.52	Bacillus sp. (in: Bacteria)	5.9
3.2.1.52	Aeromonas hydrophila	6.0
3.2.1.52	Stackebrandtia nassauensis	6.0
3.2.1.52	Nilaparvata lugens	6.0
3.2.1.52	Bacillus subtilis	6.0
3.2.1.52	Paenibacillus sp. TS12	6.0
3.2.1.52	Tritrichomonas suis	6.2
3.2.1.52	Geobacillus stearothermophilus	6.5
3.2.1.52	Aspergillus flavus	6.5
3.2.1.52	Aspergillus oryzae	6.5
3.2.1.52	Aspergillus parasiticus	6.5
3.2.1.52	Aspergillus flavipes	6.5
3.2.1.52	Aspergillus tamarii	6.5
3.2.1.52	Serratia marcescens	6.5
3.2.1.52	Phlebotomus papatasi	6.6
3.2.1.52	Escherichia coli	6.8
3.2.1.52	Thermotoga neapolitana	7.0
3.2.1.52	Thermotoga maritima MSB8	7.0
3.2.1.52	Ostrinia furnacalis	7.0
3.2.1.52	Bacillus sp. CH11	7.0
3.2.1.52	Salinivibrio costicola	7.0
3.2.1.52	Cellulomonas fimi	7.3
3.2.1.53	Bos taurus	5.5
3.2.1.53	Rattus norvegicus	6.0
3.2.1.53	Bacillus sp. (in: Bacteria)	6.0
3.2.1.53	Phlebotomus papatasi	6.6
3.2.1.54	Pyrococcus furiosus	4.5
3.2.1.54	Xanthomonas campestris	4.5
3.2.1.54	Archaeoglobus fulgidus	4.5
3.2.1.54	Thermococcus sp.	5.0
3.2.1.54	Lactobacillus sp.	5.0
3.2.1.54	Alicyclobacillus acidocaldarius	5.5
3.2.1.54	Thermofilum pendens	5.5
3.2.1.54	Thermoanaerobacter thermohydrosulfuricus	5.9
3.2.1.54	Thermoanaerobacter ethanolicus	5.9
3.2.1.54	unidentified	6.0
3.2.1.54	Bacillus sp. (in: Bacteria)	6.0
3.2.1.54	Flavobacterium sp.	6.0
3.2.1.54	Lysinibacillus sphaericus	6.0
3.2.1.54	Niallia circulans	6.0
3.2.1.54	Laceyella sacchari	6.0
3.2.1.54	Palaeococcus pacificus	6.0
3.2.1.54	Geobacillus stearothermophilus	6.2
3.2.1.54	Weizmannia coagulans	6.2
3.2.1.54	Paenibacillus macerans	6.2
3.2.1.54	Thermotoga neapolitana	6.5
3.2.1.54	Thermotoga maritima	6.5
3.2.1.54	Anoxybacillus flavithermus	6.5
3.2.1.54	Lactococcus lactis	7.0
3.2.1.54	Bacteroides ovatus	7.0
3.2.1.54	Paenibacillus sp.	7.0
3.2.1.54	Massilia timonae	7.0
3.2.1.54	Klebsiella oxytoca	7.0
3.2.1.54	Parabacteroides distasonis	7.0
3.2.1.54	Thermococcus kodakarensis	7.5
3.2.1.54	Evansella clarkii	8.5
3.2.1.55	Rhodotorula flava	2.0
3.2.1.55	Athelia rolfsii	2.5
3.2.1.55	Talaromyces funiculosus	2.5
3.2.1.55	Trichoderma koningii	2.8
3.2.1.55	Penicillium chrysogenum	3.3
3.2.1.55	Aspergillus niger	3.4
3.2.1.55	Aspergillus awamori	3.5
3.2.1.55	Dichomitus squalens	3.5
3.2.1.55	Aspergillus vadensis	3.5
3.2.1.55	Aureobasidium pullulans	3.5
3.2.1.55	Aspergillus terreus	3.5
3.2.1.55	Meripilus giganteus	3.8
3.2.1.55	Talaromyces purpureogenus	4.0
3.2.1.55	Trichoderma reesei	4.0
3.2.1.55	Aspergillus luchuensis	4.0
3.2.1.55	Fusarium oxysporum f. sp. dianthi	4.0
3.2.1.55	Monilinia fructigena	4.0
3.2.1.55	Aspergillus oryzae	4.0
3.2.1.55	Thermomyces lanuginosus	4.0
3.2.1.55	Hordeum vulgare	4.2
3.2.1.55	Bifidobacterium breve	4.5
3.2.1.55	Penicillium oxalicum	4.5
3.2.1.55	Thermotoga maritima	4.5
3.2.1.55	Fragaria x ananassa	4.5
3.2.1.55	Pyrus pyrifolia	4.5
3.2.1.55	Aspergillus fumigatus	4.5
3.2.1.55	Bifidobacterium longum	4.7
3.2.1.55	Spinacia oleracea	4.8
3.2.1.55	Glycine max	4.8
3.2.1.55	Scopolia japonica	4.8
3.2.1.55	Aspergillus sojae	5.0
3.2.1.55	Thermoclostridium stercorarium	5.0
3.2.1.55	Fusarium graminearum	5.0
3.2.1.55	Streptomyces thermoviolaceus	5.0
3.2.1.55	Pleurotus ostreatus	5.0
3.2.1.55	Chaetomium sp.	5.0
3.2.1.55	Pseudothermotoga thermarum	5.0
3.2.1.55	Phanerodontia chrysosporium	5.0
3.2.1.55	Streptomyces sp. SWU10	5.0
3.2.1.55	Geobacillus vulcani	5.0
3.2.1.55	Rhizomucor pusillus	5.0
3.2.1.55	Arabidopsis thaliana	5.0
3.2.1.55	Podospora anserina	5.0
3.2.1.55	Ustilago maydis	5.0
3.2.1.55	Clostridium acetobutylicum	5.0
3.2.1.55	Penicillium sp.	5.0
3.2.1.55	Streptomyces diastaticus	5.0
3.2.1.55	Acetivibrio thermocellus	5.4
3.2.1.55	Aspergillus nidulans	5.5
3.2.1.55	Caldicellulosiruptor saccharolyticus	5.5
3.2.1.55	Streptomyces chartreusis	5.5
3.2.1.55	Cellvibrio japonicus	5.5
3.2.1.55	Anoxybacillus kestanbolensis	5.5
3.2.1.55	Bifidobacterium longum subsp. Longum	5.5
3.2.1.55	Streptomyces viridochromogenes	5.5
3.2.1.55	Streptomyces sp. JHA19	5.5
3.2.1.55	Ruminiclostridium josui	5.5
3.2.1.55	Geobacillus stearothermophilus	5.5
3.2.1.55	Hungatella xylanolytica	5.5
3.2.1.55	Streptomyces coelicolor	5.5
3.2.1.55	Bacillus subtilis	5.6
3.2.1.55	Thermobacillus xylanilyticus	5.6
3.2.1.55	Levilactobacillus brevis	5.8
3.2.1.55	Weissella sp. 142	5.8
3.2.1.55	Thermomyces dupontii	6.0
3.2.1.55	Butyrivibrio fibrisolvens	6.0
3.2.1.55	Pectobacterium carotovorum	6.0
3.2.1.55	Streptomyces sp.	6.0
3.2.1.55	Streptomyces lividans	6.0
3.2.1.55	Fusarium oxysporum	6.0
3.2.1.55	Kuraishia capsulata	6.0
3.2.1.55	Parageobacillus caldoxylosilyticus	6.0
3.2.1.55	Clostridium cellulovorans	6.0
3.2.1.55	Thermomicrobia bacterium PRI-1686	6.0
3.2.1.55	Thermomicrobia bacterium	6.0
3.2.1.55	Streptomyces avermitilis	6.0
3.2.1.55	Streptomyces sp. PC22	6.0
3.2.1.55	Thermotoga petrophila	6.0
3.2.1.55	Paenibacillus sp.	6.0
3.2.1.55	Paenibacillus curdlanolyticus	6.0
3.2.1.55	Alicyclobacillus sp.	6.0
3.2.1.55	Caldicellulosiruptor sp. F32	6.0
3.2.1.55	Bifidobacterium sp.	6.0
3.2.1.55	Humicola insolens	6.0
3.2.1.55	Bifidobacterium adolescentis	6.0
3.2.1.55	Corynebacterium alkanolyticum	6.0
3.2.1.55	Bacillus pumilus	6.4
3.2.1.55	Saccharolobus solfataricus	6.5
3.2.1.55	Streptomyces purpurascens	6.5
3.2.1.55	Paenibacillus woosongensis	6.5
3.2.1.55	Acetivibrio clariflavus	6.5
3.2.1.55	uncultured rumen bacterium	6.5
3.2.1.55	Ruminococcus albus	6.9
3.2.1.55	Coprinopsis cinerea	7.0
3.2.1.55	Paenarthrobacter aurescens	7.0
3.2.1.55	Thermobifida fusca	9.0
3.2.1.56	Pedobacter heparinus	6.5
3.2.1.57	Aspergillus niger	3.0
3.2.1.57	Aspergillus brasiliensis	3.5
3.2.1.57	Arthrobacter globiformis	4.5
3.2.1.57	Bacillus sp. (in: Bacteria)	5.0
3.2.1.58	Aspergillus phoenicis	3.8
3.2.1.58	Saccharomyces cerevisiae	4.0
3.2.1.58	Cyberlindnera saturnus	4.0
3.2.1.58	Lentinula edodes	4.2
3.2.1.58	Helix pomatia	4.4
3.2.1.58	Neurospora crassa	4.5
3.2.1.58	Trichoderma viride	4.5
3.2.1.58	Penicillium sp. KH10	4.5
3.2.1.58	Meyerozyma caribbica	4.5
3.2.1.58	Zea mays	4.5
3.2.1.58	Porodisculus pendulus	4.5
3.2.1.58	Wickerhamomyces anomalus	4.5
3.2.1.58	Trichoderma harzianum	4.6
3.2.1.58	Pyrenophora tritici-repentis	4.6
3.2.1.58	Euglena gracilis	4.7
3.2.1.58	Cyberlindnera jadinii	5.0
3.2.1.58	Hordeum vulgare	5.0
3.2.1.58	Rhizoctonia solani	5.0
3.2.1.58	Schizosaccharomyces japonicus	5.0
3.2.1.58	Kluyveromyces aestuarii	5.0
3.2.1.58	Acremonium persicinum	5.0
3.2.1.58	Arcopilus cupreus	5.0
3.2.1.58	Rhizomucor miehei	5.0
3.2.1.58	Coprinopsis cinerea	5.0
3.2.1.58	Thermochaetoides thermophila	5.0
3.2.1.58	Trichoderma asperellum	5.0
3.2.1.58	Trichoderma reesei	5.0
3.2.1.58	Dichotomopilus indicus	5.2
3.2.1.58	Strongylocentrotus purpuratus	5.4
3.2.1.58	Rasamsonia emersonii	5.4
3.2.1.58	Candida albicans	5.5
3.2.1.58	Atriplex littoralis	5.7
3.2.1.58	Streptomyces sp. 1228	5.7
3.2.1.58	Aplysia kurodai	5.7
3.2.1.58	Gossypium hirsutum	5.8
3.2.1.58	Komagataella pastoris	6.0
3.2.1.58	Fungi imperfecti	6.0
3.2.1.58	Streptomyces murinus	6.0
3.2.1.58	Achlya bisexualis	6.0
3.2.1.58	Chaetomium sp.	6.0
3.2.1.58	Abracris flavolineata	6.0
3.2.1.58	Periconia byssoides	6.0
3.2.1.58	Cellulomonas fimi	6.0
3.2.1.58	Corallococcus sp. EGB	7.0
3.2.1.58	Coccidioides immitis	8.0
3.2.1.59	Talaromyces purpureogenus	3.5
3.2.1.59	Trichoderma harzianum	3.5
3.2.1.59	Schizosaccharomyces pombe	3.5
3.2.1.59	Trichoderma viride	4.5
3.2.1.59	Pseudomonas sp.	5.0
3.2.1.59	Paracoccidioides brasiliensis	5.0
3.2.1.59	Streptomyces thermodiastaticus	5.0
3.2.1.59	Streptomyces sp.	5.4
3.2.1.59	Paenibacillus glycanilyticus	5.5
3.2.1.59	Streptomyces chartreusis	5.5
3.2.1.59	Paenibacillus curdlanolyticus	6.0
3.2.1.59	Flavobacterium sp.	6.3
3.2.1.59	Paenibacillus sp.	6.4
3.2.1.59	Niallia circulans	6.5
3.2.1.60	Bacillus licheniformis	5.0
3.2.1.60	Pelomonas saccharophila	6.0
3.2.1.60	Pseudomonas sp.	6.3
3.2.1.60	Pseudomonas stutzeri	7.0
3.2.1.60	Niallia circulans	7.5
3.2.1.60	Bacillus sp. (in: Bacteria)	10.5
3.2.1.61	Niallia circulans	6.0
3.2.1.61	Streptomyces sp.	6.0
3.2.1.62	Saccharomyces cerevisiae	5.0
3.2.1.62	Mus musculus	5.2
3.2.1.62	Macaca radiata	5.2
3.2.1.62	Cricetinae	5.5
3.2.1.62	Rhodococcus sp. M777	5.5
3.2.1.62	Sus scrofa	5.6
3.2.1.62	Homo sapiens	5.8
3.2.1.62	Rattus sp.	6.0
3.2.1.62	Cryptococcus neoformans	7.5
3.2.1.63	Aspergillus niger	3.8
3.2.1.63	Fusarium graminearum	5.0
3.2.1.63	Prunus dulcis	5.0
3.2.1.63	Clostridium perfringens	6.0
3.2.1.63	Bacillus cereus	7.0
3.2.1.63	Tannerella forsythia	9.0
3.2.1.64	Streptomyces exfoliatus	5.5
3.2.1.64	Microbacterium laevaniformans	6.0
3.2.1.65	Actinomyces viscosus	4.0
3.2.1.65	Gluconacetobacter diazotrophicus	5.0
3.2.1.65	Bacillus subtilis	5.0
3.2.1.65	Bacillus sp. L7	5.5
3.2.1.65	Aspergillus niger	6.0
3.2.1.65	Rhodotorula sp.	6.0
3.2.1.65	Bacillus licheniformis	6.0
3.2.1.65	uncultured bacterium	6.2
3.2.1.65	Streptococcus salivarius	6.5
3.2.1.65	Pseudomonas strain K-52	7.0
3.2.1.65	Pseudomonas sp. No. 43	7.0
3.2.1.65	Streptomyces sp. 366L	7.0
3.2.1.67	Colletotrichum truncatum	3.0
3.2.1.67	Aspergillus luchuensis	3.0
3.2.1.67	Marchantia polymorpha	3.6
3.2.1.67	Daucus carota	3.8
3.2.1.67	Penicillium glabrum	3.9
3.2.1.67	Aspergillus niger	4.0
3.2.1.67	Paecilomyces variotii	4.0
3.2.1.67	Rhizomucor pusillus	4.0
3.2.1.67	Rhizopus arrhizus	4.0
3.2.1.67	Aspergillus niveus	4.0
3.2.1.67	Aspergillus tubingensis	4.2
3.2.1.67	Musa x paradisiaca	4.4
3.2.1.67	Botrytis cinerea	4.5
3.2.1.67	Fusarium oxysporum f. sp. cubense	4.5
3.2.1.67	Penicillium expansum	4.5
3.2.1.67	Malus domestica	4.5
3.2.1.67	Thermoascus aurantiacus	4.5
3.2.1.67	Solanum lycopersicum	4.5
3.2.1.67	Aspergillus sojae	4.8
3.2.1.67	Trametes sanguinea	4.8
3.2.1.67	Penicillium oxalicum	5.0
3.2.1.67	Fusarium oxysporum	5.0
3.2.1.67	Aureobasidium pullulans	5.0
3.2.1.67	Geotrichum lactis	5.0
3.2.1.67	Curvularia pallescens	5.0
3.2.1.67	Penicillium viridicatum	5.0
3.2.1.67	Zygoascus hellenicus	5.0
3.2.1.67	Venturia pyrina	5.0
3.2.1.67	Petroselinum crispum	5.2
3.2.1.67	Caldicellulosiruptor bescii	5.2
3.2.1.67	Zea mays	5.3
3.2.1.67	Aspergillus sp.	5.5
3.2.1.67	Prunus persica	5.5
3.2.1.67	Monascus sp. (in: Fungi)	5.5
3.2.1.67	Penicillium chrysogenum	5.5
3.2.1.67	Butyrivibrio fibrisolvens	5.6
3.2.1.67	Thermotoga maritima	6.0
3.2.1.67	Aspergillus giganteus	6.0
3.2.1.67	Klebsiella sp. Y1	6.0
3.2.1.67	Bacillus sp. (in: Bacteria)	6.3
3.2.1.67	Bacillus licheniformis	6.5
3.2.1.67	Bacillus subtilis	7.0
3.2.1.67	Rhodothermus marinus	7.0
3.2.1.67	Acrophialophora nainiana	8.0
3.2.1.68	Pseudomonas amyloderamosa	3.0
3.2.1.68	Pseudomonas sp.	5.0
3.2.1.68	Saccharolobus solfataricus	5.0
3.2.1.68	Solanum tuberosum	5.5
3.2.1.68	Lipomyces kononenkoae	5.6
3.2.1.68	Zea mays	6.0
3.2.1.68	Lederbergia lentus	6.0
3.2.1.68	Flavobacterium sp.	6.3
3.2.1.68	Bacillus sp. (in: Bacteria)	6.5
3.2.1.68	Oryza sativa	6.5
3.2.1.68	Dickeya chrysanthemi	7.0
3.2.1.68	Chlamydomonas reinhardtii	7.0
3.2.1.70	Achromobacter sp.	4.0
3.2.1.70	Lipomyces lipofer	4.5
3.2.1.70	Lactiplantibacillus plantarum	5.0
3.2.1.70	Lactobacillus acidophilus	5.5
3.2.1.70	Arthrobacter globiformis	6.0
3.2.1.70	Streptococcus mutans	6.0
3.2.1.71	Aspergillus sydowii	4.0
3.2.1.71	Fusarium oxysporum	4.0
3.2.1.71	Talaromyces funiculosus	4.0
3.2.1.71	Penicillium melinii	4.0
3.2.1.71	Penicillium brefeldianum	4.0
3.2.1.71	Beauveria bassiana	4.0
3.2.1.71	Aspergillus auratus	4.0
3.2.1.71	Aspergillus aureolatus	4.0
3.2.1.71	Aspergillus quadricinctus	4.0
3.2.1.71	Aspergillus unguis	4.0
3.2.1.71	Penicillium parvum	4.0
3.2.1.71	Penicillium quadrilineatum	4.0
3.2.1.71	Talaromyces verruculosus	4.0
3.2.1.71	Acremonium sp.	4.0
3.2.1.71	Chitinophaga arvensicola	6.5
3.2.1.72	Thermomyces lanuginosus	6.0
3.2.1.72	Vibrio sp.	7.0
3.2.1.73	Bispora sp.	1.5
3.2.1.73	Trichoderma koningii	2.0
3.2.1.73	Penicillium sp. 'occitanis'	3.0
3.2.1.73	Aspergillus niger	3.6
3.2.1.73	Streptococcus equinus	4.0
3.2.1.73	Laetiporus sulphureus	4.0
3.2.1.73	Laetiporus sulphureus var. miniatus	4.0
3.2.1.73	Enterococcus faecium	4.0
3.2.1.73	Bacteroides ovatus	4.0
3.2.1.73	Clostridium perfringens	4.0
3.2.1.73	Rhizopus microsporus	4.0
3.2.1.73	Rhizopus microsporus var. microsporus	4.0
3.2.1.73	Oryza sativa	4.5
3.2.1.73	Hordeum vulgare	4.5
3.2.1.73	Rasamsonia emersonii	4.8
3.2.1.73	Bacillus subtilis	5.0
3.2.1.73	uncultured microorganism	5.0
3.2.1.73	Paenibacillus sp. X4	5.0
3.2.1.73	Bacillus velezensis	5.0
3.2.1.73	Aspergillus fumigatus	5.0
3.2.1.73	Fibrobacter succinogenes	5.0
3.2.1.73	Bacillus licheniformis	5.0
3.2.1.73	Paecilomyces sp. 'thermophila'	5.0
3.2.1.73	Bacillus altitudinis	5.0
3.2.1.73	Rhizomucor miehei	5.5
3.2.1.73	Niallia circulans	5.5
3.2.1.73	Bacillus amyloliquefaciens	5.6
3.2.1.73	Paenibacillus macerans	5.6
3.2.1.73	Orpinomyces sp.	5.8
3.2.1.73	Bacillus sp. (in: Bacteria)	6.0
3.2.1.73	Paenibacillus polymyxa	6.0
3.2.1.73	Thermoascus aurantiacus	6.0
3.2.1.73	Orpinomyces sp. PC-2	6.0
3.2.1.73	Neocallimastix patriciarum	6.0
3.2.1.73	Acetivibrio thermocellus	6.0
3.2.1.73	Bacillus tequilensis	6.0
3.2.1.73	Bacillus pumilus	6.0
3.2.1.73	Bacillus sp. SJ-10	6.0
3.2.1.73	Paenibacillus barengoltzii	6.0
3.2.1.73	Paenibacillus barcinonensis	6.0
3.2.1.73	uncultured bacterium	6.0
3.2.1.73	Paenibacillus sp.	6.2
3.2.1.73	uncultured Paecilomyces	6.5
3.2.1.73	Thermotoga maritima	6.6
3.2.1.73	Brevibacillus laterosporus	7.0
3.2.1.73	Paecilomyces sp. (in: Eurotiomycetes)	7.0
3.2.1.73	Thermomonospora sp.	7.0
3.2.1.73	Saccharophagus degradans	7.0
3.2.1.73	Rhodothermus marinus	7.0
3.2.1.73	Brevibacillus brevis	8.0
3.2.1.73	Zobellia galactanivorans	8.5
3.2.1.73	Malbranchea cinnamomea	10.0
3.2.1.74	Nakazawaea wickerhamii	4.3
3.2.1.74	Trichoderma reesei	4.5
3.2.1.74	Stereum hirsutum	4.5
3.2.1.74	uncultured rumen bacterium	4.6
3.2.1.74	Talaromyces funiculosus	5.0
3.2.1.74	Ruminiclostridium papyrosolvens	5.0
3.2.1.74	Fervidobacterium islandicum	5.0
3.2.1.74	Irpex lacteus	5.0
3.2.1.74	Neurospora crassa	5.0
3.2.1.74	Aspergillus sp.	5.0
3.2.1.74	Penicillium sp.	5.0
3.2.1.74	Exophiala sp.	5.0
3.2.1.74	Phanerodontia chrysosporium	5.0
3.2.1.74	Cladosporium sp.	5.0
3.2.1.74	Alternaria sp.	5.0
3.2.1.74	Fusarium sp.	5.0
3.2.1.74	Aureobasidium sp.	5.0
3.2.1.74	Chloridium sp.	5.0
3.2.1.74	Trichoderma sp.	5.0
3.2.1.74	Phoma sp.	5.0
3.2.1.74	Postia placenta	5.0
3.2.1.74	Bipolaris sp.	5.0
3.2.1.74	Epicoccum sp.	5.0
3.2.1.74	Dothideomycetes sp.	5.0
3.2.1.74	Microdochium sp.	5.0
3.2.1.74	Nigrospora sp.	5.0
3.2.1.74	Arthrinium sp.	5.0
3.2.1.74	Cephalosporium sp.	5.0
3.2.1.74	Sporothrix sp.	5.0
3.2.1.74	Minimidochium sp. TMS-2011	5.0
3.2.1.74	Cordyceps sp.	5.0
3.2.1.74	Thermoclostridium stercorarium	5.0
3.2.1.74	Caldicellulosiruptor bescii	5.0
3.2.1.74	Chaetomium globosum	5.2
3.2.1.74	Komagataeibacter xylinus	5.5
3.2.1.74	uncultured bacterium	5.5
3.2.1.74	Thermotoga maritima	6.0
3.2.1.74	Vibrio cholerae serotype O1	6.0
3.2.1.74	Thermobifida fusca	6.0
3.2.1.74	Clostridium cellulovorans	6.0
3.2.1.74	Ruminococcus albus	6.5
3.2.1.74	Fibrobacter succinogenes subsp. succinogenes S85	6.5
3.2.1.74	Trichoderma virens	7.0
3.2.1.74	Thermomonospora sp.	7.0
3.2.1.75	Penicillium multicolor	4.0
3.2.1.75	Penicillium brefeldianum	4.2
3.2.1.75	Chlamys albidus	4.2
3.2.1.75	Aspergillus fumigatus	4.5
3.2.1.75	Mucor hiemalis	4.5
3.2.1.75	Trichoderma harzianum	4.8
3.2.1.75	Neurospora crassa	5.0
3.2.1.75	Acremonium persicinum	5.0
3.2.1.75	Fusarium fujikuroi	5.0
3.2.1.75	Acremonium sp.	5.0
3.2.1.75	Aspergillus niger	5.0
3.2.1.75	Aspergillus phoenicis	5.0
